Number_of_Active_Listing,Rent,ContactInfo,Number_of_Bedrooms,Address
1,1500,"Loonstyn Properties, Inc.  (215) 870-7768",2,"927 N 19th St # 2R, Philadelphia, PA, 19130"
1,1500,"Loonstyn Properties, Inc.  (215) 870-7768",2,"927 N 19th St # 1R, Philadelphia, PA, 19130"
1,1500,(267) 210-3420,2,"2211 Mount Vernon St APT 3F, Philadelphia, PA, 19130"
1,1475,,2,"524 N 19th St, Philadelphia, PA, 19130"
1,1475,The HOW Group  (484) 309-5372,1,"1424 Fairmount Ave # V1SFCD42A, Philadelphia, PA, 19130"
1,1450,"Loonstyn Properties, Inc.  (215) 870-7768",1,"2103 Spring Garden St APT 1F, Philadelphia, PA, 19130"
1,1450,"Loonstyn Properties, Inc.  (215) 870-7768",1,"2103 Spring Garden St APT 1R, Philadelphia, PA, 19130"
1,1450,JG Real Estate  (267) 242-4825,1,"1511 Brown St UNIT 2, Philadelphia, PA, 19130"
1,1450,TCS Management LLC  (215) 383-1439,1,"554 N 16th St # 2, Philadelphia, PA, 19130"
1,1450,,1,"2213 Green St APT A5, Philadelphia, PA, 19130"
1,1400,(215) 407-0753,1,"2601 Pennsylvania Ave, Philadelphia, PA, 19130"
1,1400,"New Age Realty Group, Inc.  (215) 387-1002",1,"1507 Green St APT 1R, Philadelphia, PA, 19130"
1,1400,Allegiance Real Estate LLC  (215) 235-5015,1,"1802 Callowhill St # 2, Philadelphia, PA, 19130"
1,1400,,1,"865 Corinthian Ave, Philadelphia, PA, 19130"
1,1400,,1,"2211 Wallace St, Philadelphia, PA, 19130"
1,1395,Property Management Group DBA PMG Realty  (215) 763-6300,1,"1619 Green Street 1r 1619 Green St # 7089937, Phila, PA, 19130"
1,1395,JG Real Estate  (215) 467-4100,1,"870 N 26th St # 1, Philadelphia, PA, 19130"
1,1475,(215) 644-9130,1,"1711 Fairmount Ave # 4, Philadelphia, PA, 19130"
1,1350,(215) 644-9130,2,"1818 W Girard Ave APT 2, Philadelphia, PA, 19130"
1,1350,Philly PMG  (215) 391-5172,1,"540 N 19th St APT 1, Philadelphia, PA, 19130"
1,1350,,2,"N Capitol St, Philadelphia, PA, 19130"
1,1350,Allegiance Real Estate LLC  (215) 235-5015,1,"1722 Green St APT B, Philadelphia, PA, 19130"
1,1350,,1,"801 N 26th St, Philadelphia, PA, 19130"
1,1450,(215) 485-7177,2,"2327 Brown St # 3F, Philadelphia, PA, 19130"
1,1350,Allegiance Real Estate LLC  (215) 235-5015,1,"1640 Parrish St # 1, Philadelphia, PA, 19130"
1,1350,(215) 858-0969,2,"930 N 19th St # A, Philadelphia, PA, 19130"
1,1325,Property Management Group DBA PMG Realty  (215) 545-7007,1,"2200 Fairmount Ave APT 2R, Philadelphia, PA, 19130"
1,1350,Earl Properties LLC  (267) 454-6934,1,"846 N 25th St # 2, Philadelphia, PA, 19130"
1,1300,(215) 292-5219,2,"823 N Judson St, Philadelphia, PA, 19130"
1,1300,Elfant Wissahickon Realtors  (484) 886-6337,1,"2021 Spring Garden St APT 2R, Philadelphia, PA, 19130"
1,1400,Exit Benchmark Realty  (610) 529-1598,2,"1724 W Girard Ave APT 2F, Philadelphia, PA, 19130"
1,1300,Philly PMG  (215) 391-5172,2,"2829 W Girard Ave # 3RD, Philadelphia, PA, 19130"
1,1300,The Philly Apartment Company  (215) 495-0070,1,"711 Corinthian Ave # 1F, Philadelphia, PA, 19130"
1,1295,Property Management Group DBA PMG Realty  (215) 545-7007,1,"1926 Spring Garden St # 3, Phila, PA, 19130"
1,1279,Grow Property Management  (267) 310-2848,2,"1518-20 Parrish St FL 2ND, Philadelphia, PA, 19130"
1,1275,Skyway LLC  (609) 678-7740,1,"1925 Spring Garden 1925 3r # 6076573, Philadelphia, PA, 19130"
1,1250,(215) 833-6666,1,"1916 Spring Garden St APT 3F, Philadelphia, PA, 19130"
1,1250,(267) 290-7220,1,"1524 W Girard Ave # 2G, Philadelphia, PA, 19130"
1,1250,"Volpe Real Estate, Inc.  (215) 545-5414",1,"528 N 19th St # 1, Philadelphia, PA, 19130"
1,1250,"Volpe Real Estate, Inc.  (215) 545-5414",1,"2636 Poplar St # 1, Philadelphia, PA, 19130"
1,1250,(215) 600-3443,1,"1609 Mount Vernon St, Philadelphia, PA, 19130"
1,1250,Enter a company name  (215) 932-8530,2,"1936 Cambridge St FL 1ST, Philadelphia, PA, 19130"
1,1375,Keller Williams Philly  (267) 713-9616,1,"2816 Poplar St APT 2, Philadelphia, PA, 19130"
1,1200,"Loonstyn Properties, Inc.  (215) 870-7768",1,"1904 W Girard Ave APT 2R, Philadelphia, PA, 19130"
1,1200,Phillop LLC  (215) 259-1060,2,"1424 W Girard Ave # F, Philadelphia, PA, 19130"
1,1200,(267) 237-9988,2,"1805 Poplar St # 1, Philadelphia, PA, 19130"
1,1200,(610) 420-9748,0,"1616 Fairmount Ave APT B, Philadelphia, PA, 19130"
1,1200,(267) 639-2976,2,"2737 W Girard Ave APT 2R, Philadelphia, PA, 19130"
1,1175,William Penn Realty  (267) 307-4197,1,"Green St, Philadelphia, PA, 19130"
1,1200,"Loonstyn Properties, Inc.  (215) 870-7768",1,"1624 Mount Vernon St APT 2R, Philadelphia, PA, 19130"
1,1150,(267) 307-4197,1,"1817 Fairmount Ave # 3M, Philadelphia, PA, 19130"
1,1150,Property Management Group DBA PMG Realty  (215) 545-7007,1,"1902 Wallace St APT 2R, Philadelphia, PA, 19130"
1,1100,Allegiance Real Estate LLC  (215) 235-5015,1,"1707 Mount Vernon St # 2, Philadelphia, PA, 19130"
1,1100,Onyx Management Group  (215) 354-0404,1,"1430 Poplar St # 5, Philadelphia, PA, 19130"
1,1175,(732) 688-5154,1,"2028 Green St APT 3F, Philadelphia, PA, 19130"
1,1145,(215) 485-7177,1,"1531 W Girard Ave APT 3F, Philadelphia, PA, 19130"
1,1095,Property Management Group DBA PMG Realty  (215) 545-7007,1,"2916 Poplar St # 1, Philadelphia, PA, 19130"
1,1095,Property Management Group DBA PMG Realty  (215) 545-7007,1,"2313 Wallace St FL 1ST, Phila, PA, 19130"
1,1050,William Penn Realty  (267) 307-4197,1,"2028 Green St APT 1F, Philadelphia, PA, 19130"
1,1000,(315) 450-6764,1,"718 N 15th St, Philadelphia, PA, 19130"
1,1025,(610) 662-2794,0,"1933 Spring Garden St APT 1R, Philadelphia, PA, 19130"
1,999,Allegiance Real Estate LLC  (215) 235-5015,0,"919 Corinthian Ave APT 1, Philadelphia, PA, 19130"
1,995,(267) 307-4197,1,"2016 Wallace St APT 2F, Philadelphia, PA, 19130"
1,995,Property Management Group DBA PMG Realty  (215) 545-7007,1,"1929 Parrish St, Phila, PA, 19130"
1,995,Property Management Group DBA PMG Realty  (215) 545-7007,1,"2534 Poplar St APT B, Philadelphia, PA, 19130"
1,995,(267) 307-4197,1,"2018 Wallace St FL 2ND, Philadelphia, PA, 19130"
1,975,,1,"2040 Mount Vernon St FL 63RD, Philadelphia, PA, 19130"
1,975,"New Age Realty Group, Inc.  (215) 387-1002",2,"1641 W Girard Ave APT 2, Philadelphia, PA, 19130"
1,1170,(610) 331-9304,1,"817 N Taney St # B, Philadelphia, PA, 19130"
1,950,"New Age Realty Group, Inc.  (215) 387-1002",1,"3029 W Girard Ave # 2F, Philadelphia, PA, 19130"
1,950,Aarch Realty   (215) 880-6916,1,"2923 25 Poplar St # 1A, Philadelphia, PA, 19130"
1,1200,"Loonstyn Properties, Inc.  (215) 870-7768",1,"1507 Fairmount Ave APT 1F, Philadelphia, PA, 19130"
1,950,OCF Realty  (215) 735-7368,1,"2739 W Girard Ave APT 3F, Philadelphia, PA, 19130"
1,925,Allegiance Real Estate LLC  (215) 235-5015,0,"2125 Wallace St # C, Philadelphia, PA, 19130"
1,925,(610) 662-2794,0,"1933 Spring Garden St APT 1F, Philadelphia, PA, 19130"
1,900,WILLIAM PENN REALTY  (267) 307-4197,1,"N 26th St, Philadelphia, PA, 19130"
1,900,Berkshire Hathaway Fox & Roach  (215) 813-7993,0,"803 Corinthian Ave # 1, Philadelphia, PA, 19130"
1,900,UPG Properties  (215) 413-1813,0,"2113 Spring Garden St APT 3F, Philadelphia, PA, 19130"
1,850,Brody & Co/267-515-6029  (215) 687-2784,1,"2800 Poplar St # 2B, Philadelphia, PA, 19130"
1,850,PMG Realty  (215) 763-6300,0,"2638 Poplar St APT 2R, Philadelphia, PA, 19130"
1,825,(215) 920-0012,0,"2818 W Girard Ave APT 3R, Philadelphia, PA, 19130"
1,800,Pappas Realty  (610) 668-4040,1,"1535 Spring Garden St APT 3, Philadelphia, PA, 19130"
1,795,JG Real Estate  (215) 467-4100,0,"2606 W Girard Ave # 3, Philadelphia, PA, 19130"
1,14000,BHHS- Fox & Roach  (215) 852-2040,5,"2001 Waverly St, Philadelphia, PA, 19146"
1,4300,(215) 740-0452,3,"2038 Montrose St # FULLY, Philadelphia, PA, 19146"
1,6000,(215) 740-0452,4,"2017 Oakford St # FULLY, Philadelphia, PA, 19146"
1,3600,Coldwell Banker Preferred  (267) 974-1450,4,"522 S 22nd St, Philadelphia, PA, 19146"
1,3600,Coldwell Banker Preferred  (215) 913-8615,3,"207 Brinley Ct, Philadelphia, PA, 19146"
1,4800,(215) 740-0452,4,"2327 Ellsworth St, Philadelphia, PA, 19146"
1,3695,,2,"Kater St, Philadelphia, PA, 19146"
1,3600,,4,"1922 Kimball St, Philadelphia, PA, 19146"
1,4200,"Duffy Real Estate, Inc.  (610) 667-6655",4,"416 S 23rd St, Philadelphia, PA, 19146"
1,3600,DF Management Philadelphia LLC.  (215) 756-6651,3,"2415 Naudain St, Philadelphia, PA, 19146"
1,3500,Coldwell Banker Preferred  (215) 913-8615,3,"1006 S 17th St # B, Philadelphia, PA, 19146"
1,3600,,3,"606 S 19th St, Philadelphia, PA, 19146"
1,3500,Long and Foster  (920) 737-3658,4,"2108 Cross St, Philadelphia, PA, 19146"
1,3400,Pine Realty  (215) 432-8049,4,"1706 Naudain St, Philadelphia, PA, 19146"
1,3300,Richard Mandel  (215) 643-0446,3,"2449 Grays Ferry Ave # 1, Philadelphia, PA, 19146"
1,3300,KW Philly South  (215) 392-0230,3,"2103 Christian St APT C, Philadelphia, PA, 19146"
1,3300,"Ikos Holdings, Inc.  (267) 279-9777",3,"2449 Grays Ferry Ave, Philadelphia, PA, 19146"
1,3095,The Philly Apartment Company  (215) 495-0070,2,"600 S 24th St UNIT 410, Philadelphia, PA, 19146"
1,3000,KELLER WILLIAMS REAL ESTATE  (267) 625-7568,3,"762 S 15th St # A, Philadelphia, PA, 19146"
1,3100,,3,"2407 Naudain St, Philadelphia, PA, 19146"
1,3000,The Green P   (215) 460-3732,3,"529 S 16th St # 2, Philadelphia, PA, 19146"
1,2995,Center City-Society Hill  (215) 627-6005,1,"400-26 S Broad St # 803, Philadelphia, PA, 19146"
1,2995,OCF Realty  (215) 735-7368,3,"2134 Webster St, Philadelphia, PA, 19146"
1,2950,(215) 635-1121,3,"1015 S 18th St, Philadelphia, PA, 19146"
1,2900,Pine Realty  (215) 432-8049,4,"1524 Naudain St, Philadelphia, PA, 19146"
1,2900,(215) 735-9729,4,"1520 Bainbridge St # A, Philadelphia, PA, 19146"
1,2850,OCF Realty  (215) 735-7368,4,"2623 Webster St, Philadelphia, PA, 19146"
1,2995,,2,"South St, Philadelphia, PA, 19146"
1,2900,BMG Philadelphia  (267) 244-7215,3,"725 S 17th St # B, Philadelphia, PA, 19146"
1,2850,,3,"Naudain St, Philadelphia, PA, 19146"
1,2850,OCF Realty  (215) 735-7368,3,"1013 S 20th St # 1, Philadelphia, PA, 19146"
1,2800,(571) 212-1629,3,"1537 Dickinson St, Philadelphia, PA, 19146"
1,2800,Onyx Management Group  (215) 354-0404,3,"2000 Kimball St, Philadelphia, PA, 19146"
1,2800,www.turbotenant.com  (267) 210-3158,2,"1834 Christian St, Philadelphia, PA, 19146"
1,2800,,2,"Christian St, PHILADELPHIA, PA, 19146"
1,2700,Pine Realty  (215) 432-8049,3,"1608 Naudain St, Philadelphia, PA, 19146"
1,2800,Space and company  (570) 614-8807,2,"711 S 18th St # B, Philadelphia, PA, 19146"
1,2695,Skyline Property Management  (215) 800-1762,3,"2319 Saint Albans St, Philadelphia, PA, 19146"
1,2700,JG Real Estate  (215) 467-4100,3,"2040 Reed St, Philadelphia, PA, 19146"
1,2700,Keller Williams Philly  (215) 709-4141,3,"1723 Federal St, Philadelphia, PA, 19146"
1,2695,OCF Realty  (215) 735-7368,3,"2147 Ellsworth St, Philadelphia, PA, 19146"
1,2650,(267) 474-3917,3,"409 S 22nd St APT 3, Philadelphia, PA, 19146"
1,2650,(609) 602-4075,3,"2517 Carpenter St, Philadelphia, PA, 19146"
1,2600,Keller Williams Philly  (215) 709-4141,3,"425 S 16th St, Philadelphia, PA, 19146"
1,2649,(610) 613-9227,4,"1933 Federal St, Philadelphia, PA, 19146"
1,2600,(267) 250-1430,3,"1428 S 21st St, Philadelphia, PA, 19146"
1,2550,Kurfiss Sotheby's International Realty  (856) 366-0224,3,"2528 Carpenter St, Philadelphia, PA, 19146"
1,2600,Mercury Real Estate Group  (215) 462-5100,1,"2503 Federal St, Philadelphia, PA, 19146"
1,2550,Independent Custom Realty Property Management  (717) 468-3810,2,"418 S 21st St, Philadelphia, PA, 19146"
1,2600,(425) 381-7906,3,"1338 S Chadwick St, Philadelphia, PA, 19146"
1,2500,Berkshire Hathaway Fox & Roach  (215) 778-2452,3,"1117 S 20th St # A, Philadelphia, PA, 19146"
1,2500,(215) 485-0091,2,"2523 Webster St, Philadelphia, PA, 19146"
1,2500,"Quad Philly, Inc  (215) 735-9729",3,"919 S 23rd St # A, Philadelphia, PA, 19146"
1,2500,(215) 450-5572,2,"1025 S 18th St APT C, Philadelphia, PA, 19146"
1,2500,OCF Realty  (215) 735-7368,3,"2222 Saint Albans St, Philadelphia, PA, 19146"
1,2500,,2,"2331 Christian St, Philadelphia, PA, 19146"
1,2485,Berkshire Hathaway Home Services Fox and Roach Realtors   (215) 500-9498,3,"1606 Rodman St, Philadelphia, PA, 19146"
1,2450,Reid Rosenthal & The Rosenthal Group  (215) 546-0550,3,"2239 Latona St, Philadelphia, PA, 19146"
1,2400,Double Diamond Reality  (215) 740-0200,4,"624 S 16th St # 2ND, Philadelphia, PA, 19146"
1,2400,OCF Realty  (215) 735-7368,3,"1533 S Dorrance St, Philadelphia, PA, 19146"
1,2400,"Slate Property Management Group, LLC  (484) 588-9699",3,"1437 S Colorado St, Philadelphia, PA, 19146"
1,2400,Onyx Management Group  (215) 354-0404,3,"1021 S 20th St # B, Philadelphia, PA, 19146"
1,2390,(215) 500-9498,4,"1945 Gerritt St, Philadelphia, PA, 19146"
1,2400,JG Real Estate  (215) 467-4100,2,"530 S 15th St # 3, Philadelphia, PA, 19146"
1,2375,(267) 474-8488,2,"1825 Fitzwater St FL 1ST, Philadelphia, PA, 19146"
1,2350,Berkshire Hathaway Home Serve - Fox & Roach  (610) 637-2605,3,"911 S 25th St, Philadelphia, PA, 19146"
1,10500,"BHHS, FOX & ROACH - WALNUT  (215) 850-3842",1,"417 South St FL 3RD, Philadelphia, PA, 19147"
1,7000,(215) 740-0452,3,"1237 Lombard St, Philadelphia, PA, 19147"
1,6900,Keller Williams Philadelphia Center City  (215) 627-3500,3,"1332 Kater St, Philadelphia, PA, 19147"
1,5900,(215) 583-7777,5,"1008 S 8th St, Philadelphia, PA, 19147"
1,2350,JBMP Group  (267) 797-2175,3,"2605 Federal St # A, Philadelphia, PA, 19146"
1,6900,Keller Williams Philadelphia  (215) 370-9613,3,"1332 30 Kater St, Philadelphia, PA, 19147"
1,2300,(484) 951-5977,3,"1925 Ellsworth St, Philadelphia, PA, 19146"
1,2349,"Best City Homes, Inc  (215) 545-1144",3,"910 S 20th St # B, Philadelphia, PA, 19146"
1,2325,Keller Williams Realty  (215) 805-9451,1,"700 Commodore Ct UNIT 2719, Philadelphia, PA, 19146"
1,2300,LPMG Management Co.  (484) 470-6420,2,"2517 Webster St # 517, Philadelphia, PA, 19146"
1,2325,(215) 336-8920,2,"1221 S Broad St # 606, Philadelphia, PA, 19146"
1,2300,Keller Williams Philly  (215) 709-4141,3,"2324 Wilder St, Philadelphia, PA, 19146"
1,2250,"Volpe Real Estate, Inc.  (215) 545-5414",2,"2244 Pemberton St, Philadelphia, PA, 19146"
1,2250,"YouList Realty, Inc  (215) 447-8725",3,"1526 S Colorado St, Philadelphia, PA, 19146"
1,2200,Integrity  (215) 874-7067,2,"2323 Montrose St, Philadelphia, PA, 19146"
1,2200,"Duffy Real Estate, Inc.  (484) 571-2317",2,"2126 Tryon St, Philadelphia, PA, 19146"
1,2250,Allan Domb Real Estate  (215) 545-1500,1,"400-26 S Broad St # 1204, Philadelphia, PA, 19146"
1,2200,BHHS Fox & Roach Realtors  (267) 251-3975,2,"1629 Addison St, Philadelphia, PA, 19146"
1,2250,"Summit Real Estate, Inc  (215) 755-1100",3,"2318 Grays Ferry Ave, Philadelphia, PA, 19146"
1,2200,,2,"1035 S Dorrance St, Philadelphia, PA, 19146"
1,2200,Keller Williams Center City Philadelphia/The Condo Shop  (215) 627-3500,5,"1305 S 17th St, Philadelphia, PA, 19146"
1,2250,Keller Williams Philly  (215) 709-4141,3,"920 S 24th St, Philadelphia, PA, 19146"
1,2150,,3,"1330 S 24th St, Philadelphia, PA, 19146"
1,2100,City Living Philly  (215) 704-4753,1,"2201 South St # 3R, Philadelphia, PA, 19146"
1,2150,(215) 900-8669,3,"1822 Wharton St, Philadelphia, PA, 19146"
1,2150,JG Real Estate  (215) 467-4100,3,"1022 S 25th St, Philadelphia, PA, 19146"
1,2095,"Volpe Real Estate, Inc.  (215) 545-5414",2,"2223 Grays Ferry Ave # C, Philadelphia, PA, 19146"
1,2095,Prosperity Real Estate & Inves  (866) 327-7673,3,"2102 Ellsworth St, Philadelphia, PA, 19146"
1,2100,The Philly Apartment Company  (215) 495-0070,3,"1604 Catharine St, Philadelphia, PA, 19146"
1,2000,Arrive Philly - Center City  (646) 784-0277,3,"1728 Dickinson St, Philadelphia, PA, 19146"
1,2060,(484) 643-0347,1,"520 S Broad St, Philadelphia, PA, 19146"
1,2000,Spring Hill Services  (267) 567-4963,2,"917 S 18th St # A, Philadelphia, PA, 19146"
1,1999,(215) 370-0861,3,"2239 Catharine St, Philadelphia, PA, 19146"
1,1950,JBMP Group  (267) 797-2175,2,"2537 Montrose St # D, Philadelphia, PA, 19146"
1,2000,Carmine Rauso  (610) 436-6500,2,"1803 Carpenter St # 1, Philadelphia, PA, 19146"
1,1950,Keller Williams Philly  (717) 372-3658,1,"1908 Rodman St # B, Philadelphia, PA, 19146"
1,1950,Berkshire Hathaway HomeServices Fox  (215) 868-3363,2,"1637 Rodman St, Philadelphia, PA, 19146"
1,1950,JBMP Group  (267) 797-2175,2,"2537-39 Montrose St # D, Philadelphia, PA, 19146"
1,1900,Compass Real Estate  (215) 888-4898,2,"1227 S 29th St # C, Philadelphia, PA, 19146"
1,1950,Philly Living Team   (215) 607-6007,1,"1709 Bainbridge St # 2, Philadelphia, PA, 19146"
1,1950,Philly Living Team   (215) 607-6007,1,"1707 Bainbridge St # 2, Philadelphia, PA, 19146"
1,1950,(516) 880-5445,0,"2017 Addison St, Philadelphia, PA, 19146"
1,1950,The Philly Apartment Company  (215) 495-0070,3,"2135 Bainbridge St, Philadelphia, PA, 19146"
1,1900,Papale Team Selling on both sides of the river  (609) 760-0776,2,"1825 Christian St, Philadelphia, PA, 19146"
1,1900,Damon Michels Team Office-Berkshire Hathaway HomeServices  (610) 731-9300,2,"1814 Christian St # 3, Philadelphia, PA, 19146"
1,1895,OCF Realty  (215) 735-7368,3,"1737 South St # 3, Philadelphia, PA, 19146"
1,1895,OCF Realty  (215) 735-7368,1,"2241 Fitzwater St # 1, Philadelphia, PA, 19146"
1,1895,(215) 333-2233,2,"2016 Saint Albans St, Philadelphia, PA, 19146"
1,1875,BMG Philadelphia  (267) 244-7215,3,"1423 Ellsworth St, Philadelphia, PA, 19146"
1,1875,(215) 925-8683,3,"2506 Christian St, Philadelphia, PA, 19146"
1,1850,OCF Realty  (215) 735-7368,2,"1739 Annin St, Philadelphia, PA, 19146"
1,1850,Double Diamond Reality  (215) 740-0200,2,"752 S Cleveland St, Philadelphia, PA, 19146"
1,1850,"Compass Pennsylvania, LLC  (215) 887-0400",1,"1820 South St # B, Philadelphia, PA, 19146"
1,5600,"BHHS, FOX & ROACH - WALNUT  (215) 850-3842",5,"614 S Front St, Philadelphia, PA, 19147"
1,5500,,4,"S American St, PHILADELPHIA, PA, 19147"
1,5475,Realty Mark Cityscape-King of  (215) 583-7777,5,"128 Pemberton St, Philadelphia, PA, 19147"
1,5300,Berkshire Hathaway Fox & Roach Realtors  (610) 996-1907,4,"409 S 3rd St, Philadelphia, PA, 19147"
1,4500,(215) 917-4062,3,"905 S 2nd St # B, Philadelphia, PA, 19147"
1,4250,"BHHS, FOX & ROACH - WALNUT  (215) 850-3842",2,"781 S 2nd St, Philadelphia, PA, 19147"
1,4400,Spruce Management Group  (215) 630-6187,5,"723 S 2nd St, Philadelphia, PA, 19147"
1,4600,"BHHS, FOX & ROACH - WALNUT  (215) 850-3842",4,"907 S 2nd St, Philadelphia, PA, 19147"
1,4000,(215) 740-0452,3,"606 S American St # FULLY, Philadelphia, PA, 19147"
1,4150,(917) 745-6287,5,"221 Monroe St, Philadelphia, PA, 19147"
1,3945,The Philly Apartment Company  (215) 495-0070,4,"300 Lombard St, Philadelphia, PA, 19147"
1,4000,(609) 230-9227,2,"240 Fulton St, Philadelphia, PA, 19147"
1,3600,Bryant & Wilde Realty LLC  (215) 893-6100,3,"1 Lombard Mews, Philadelphia, PA, 19147"
1,3500,OCF Realty  (215) 735-7368,4,"811 S 6th St, Philadelphia, PA, 19147"
1,3750,Compass Real Estate  (215) 806-1500,4,"506 S 7th St, Philadelphia, PA, 19147"
1,3475,Realty Mark Cityscape-King of  (215) 583-7777,4,"527 S 7th St, Philadelphia, PA, 19147"
1,3400,,3,"617 Kater St, Philadelphia, PA, 19147"
1,3500,(215) 207-0101,2,"606 S American St # 1, Philadelphia, PA, 19147"
1,3400,Berkshire Hathaway Fox & Roach Realtors  (610) 996-1907,2,"105 Catharine St, Philadelphia, PA, 19147"
1,3100,Foremost Locations  (267) 992-4495,3,"312 Salter St # TOWNHOUSE, Philadelphia, PA, 19147"
1,3400,Premier Access Property Management  (267) 273-1702,3,"740 S Columbus Blvd UNIT 5, Philadelphia, PA, 19147"
1,3200,eXpRealty  (215) 834-1963,3,"749 S 8th St # A, Philadelphia, PA, 19147"
1,3100,Foremost Locations  (267) 992-4495,3,"310 Salter St, Philadelphia, PA, 19147"
1,3000,Prudential Fox and Roach Realtors  (267) 251-8446,2,"1233 Bainbridge St APT H, Philadelphia, PA, 19147"
1,3000,Premier Access Property Management  (267) 273-1702,3,"740 S Columbus Blvd UNIT 71, Philadelphia, PA, 19147"
1,2979,Keller Williams Realty  (267) 414-0970,2,"956 S Front St, Philadelphia, PA, 19147"
1,2990,www.turbotenant.com  (215) 817-2951,3,"909 S Darien St, Philadelphia, PA, 19147"
1,2950,BHHS Fox & Roach-Blue Bell  (215) 542-2200,2,"(undisclosed Address), Philadelphia, PA, 19147"
1,1850,Keller Williams Philly  (215) 360-3236,2,"2332 38 Carpenter St # 1A, Philadelphia, PA, 19146"
1,1850,Compass RE  (215) 828-6558,3,"1250 S Bucknell St, Philadelphia, PA, 19146"
1,1840,(215) 500-9498,3,"1839 Dickinson St, Philadelphia, PA, 19146"
1,1810,,2,"2235 Titan St, Philadelphia, PA, 19146"
1,1800,Double Diamond Reality  (215) 740-0200,2,"766 S Cleveland St, Philadelphia, PA, 19146"
1,1800,"New Age Realty Group, Inc.  (215) 387-1002",2,"1509 Christian St # 3, Philadelphia, PA, 19146"
1,1800,Solo Real Estate  (215) 564-7656,0,"404 S 22nd St # 2F, Philadelphia, PA, 19146"
1,1800,"Jesse Barnes, Realtor  (510) 205-5371",2,"1241 S 18th St # 1, Philadelphia, PA, 19146"
1,1795,,3,"2249 Catharine St, Philadelphia, PA, 19146"
1,1795,"New Age Realty Group, Inc.  (215) 387-1002",3,"2424 Montrose St, Philadelphia, PA, 19146"
1,1795,Del Val Realty & Property Management  (215) 398-4133,2,"622 S 19th St # 1, Philadelphia, PA, 19146"
1,1775,,2,"627 S 19th St # 2, Philadelphia, PA, 19146"
1,1795,Del Val RE Property & Mngmnt  (484) 381-0603,2,"622 S 19th St, Philadelphia, PA, 19146"
1,1750,Double Diamond Reality  (215) 365-4567,2,"724 S Smedley St, Philadelphia, PA, 19146"
1,1750,City Living Philly  (215) 704-4753,2,"2004 Lombard St APT 2F, Philadelphia, PA, 19146"
1,1750,20/20 Real Estate  (215) 357-2020,2,"2342 Gerritt St, Philadelphia, PA, 19146"
1,1750,OCF Realty  (215) 735-7368,2,"1242 S 17th St APT 3, Philadelphia, PA, 19146"
1,1750,OCF Realty  (215) 735-7368,2,"619 S 19th St # 2, Philadelphia, PA, 19146"
1,1750,JG Real Estate  (215) 467-4100,3,"1540 S Mole St, Philadelphia, PA, 19146"
1,1750,Springer Realty Group  (215) 715-9455,2,"1904 Christian St, Philadelphia, PA, 19146"
1,1700,(215) 805-1024,2,"1514 S 17th St, Philadelphia, PA, 19146"
1,1700,(215) 501-3817,2,"1512 S 17th St, Philadelphia, PA, 19146"
1,1700,Long&Foster  (215) 409-6900,2,"1724 Titan St, Philadelphia, PA, 19146"
1,1850,(215) 740-0200,2,"756 S Cleveland St, Philadelphia, PA, 19146"
1,1700,(215) 519-0895,1,"415 S Van Pelt St APT B5, Philadelphia, PA, 19146"
1,1700,OCF Realty  (215) 735-7368,3,"1310 S Opal St, Philadelphia, PA, 19146"
1,1700,The Philly Apartment Company  (215) 495-0070,2,"2728 Wharton St, Philadelphia, PA, 19146"
1,1695,Skyline Property Management  (215) 800-1762,2,"2521 Kimball St, Philadelphia, PA, 19146"
1,1690,REMAX Home Experts  (215) 327-3156,2,"1234 S Broad St FL 3RD, Philadelphia, PA, 19146"
1,1695,(215) 327-1552,3,"2251 Catharine St # HOUSE, Philadelphia, PA, 19146"
1,1650,SMR Property Management  (215) 681-6751,2,"1513 South St # B, Philadelphia, PA, 19146"
1,1650,CENTURY 21 Advantage Gold  (215) 465-1400,3,"2713 Reed St, Philadelphia, PA, 19146"
1,1675,(267) 250-1430,3,"1011 S 18th St # 2, Philadelphia, PA, 19146"
1,1700,Spring Hill Services  (267) 567-4963,2,"764 S 23rd St # 2, Philadelphia, PA, 19146"
1,1650,DIME Properties  (215) 932-3044,3,"2133 Cross St, Philadelphia, PA, 19146"
1,1650,(267) 709-0598,2,"1520 S 17th St, Philadelphia, PA, 19146"
1,1600,OCF Realty  (215) 735-7368,2,"1538 S Opal St, Philadelphia, PA, 19146"
1,1650,Daniel Evenchen  (267) 391-9308,3,"1430 S 19th St, Philadelphia, PA, 19146"
1,1650,(267) 689-8262,2,"1516 S 17th St, Philadelphia, PA, 19146"
1,1600,Pine Realty  (215) 432-8049,2,"1640 Lombard St APT 3F, Philadelphia, PA, 19146"
1,1600,"Ikos Holdings, Inc.  (267) 279-9777",2,"731 S 21st St # B, Philadelphia, PA, 19146"
1,1600,(215) 485-0091,2,"722 S 21st Street # First Floor, Philadelphia, PA, 19146"
1,1600,OCF Realty  (215) 735-7368,3,"1612 Annin St, Philadelphia, PA, 19146"
1,1600,BHHS Fox & Roach Realtors  (267) 625-4504,1,"1928 Rodman St # C, Philadelphia, PA, 19146"
1,1600,(570) 204-6275,2,"1613 Ellsworth St # 1, Philadelphia, PA, 19146"
