Number_of_Active_Listing,Rent,ContactInfo,Number_of_Bedrooms,Address
1,3750,Compass Real Estate  (215) 806-1500,4,"506 S 7th St, Philadelphia, PA, 19147"
1,5800,(323) 388-7195,7,"3210 Powelton Ave, Philadelphia, PA, 19104"
1,7350,(215) 386-4200,8,"4055 Spruce St, Philadelphia, PA, 19104"
1,4000,(215) 740-0452,3,"606 S American St # FULLY, Philadelphia, PA, 19147"
1,8296,(215) 222-2000,8,"Pine St, Philadelphia, PA, 19104"
1,5800,Powelton Properties  (215) 386-2578,7,"3207 Baring St, Philadelphia, PA, 19104"
1,3945,The Philly Apartment Company  (215) 495-0070,4,"300 Lombard St, Philadelphia, PA, 19147"
1,5800,(323) 388-7195,7,"3208 Baring St # 1, Philadelphia, PA, 19104"
1,5400,Constellar Corp  (215) 387-4137,10,"518 Woodland Ter, Philadelphia, PA, 19104"
1,4900,(215) 386-4200,6,"4103 Locust St # 2, Philadelphia, PA, 19104"
1,5100,Keller Williams Main Line Realty  (267) 223-5245,7,"430 N 34th St, Philadelphia, PA, 19104"
1,4950,Keller Williams Main Line Realty  (267) 223-5245,8,"413 N 38th St, Philadelphia, PA, 19104"
1,5800,(215) 680-4210,7,"3208 Baring St, Philadelphia, PA, 19104"
1,4500,Philadelphia Realty Exchange  (215) 767-3816,10,"4401 Pine St, Philadelphia, PA, 19104"
1,4500,(323) 388-7195,5,"3618 Warren St, Philadelphia, PA, 19104"
1,4500,City Wide Realty  (215) 310-6888,5,"3206 Winter St, Philadelphia, PA, 19104"
1,4500,(215) 680-4210,5,"3619 Warren St, Philadelphia, PA, 19104"
1,4250,(215) 917-7763,4,"513 N Budd St, Philadelphia, PA, 19104"
1,4250,(215) 917-7763,4,"515 N Budd St, Philadelphia, PA, 19104"
1,4000,"Ikos Holdings, Inc.  (267) 279-9777",8,"503 S 42nd St, Philadelphia, PA, 19104"
1,3750,(215) 680-4210,4,"29 N Wiota St, Philadelphia, PA, 19104"
1,3750,Keller Williams Main Line Realty  (267) 223-5245,6,"3112 Haverford Ave, Philadelphia, PA, 19104"
1,5750,The Philly Apartment Company  (215) 495-0070,9,"623 S 42nd St, Philadelphia, PA, 19104"
1,3750,Powelton Properties  (215) 386-2578,5,"535 S 45th St, Philadelphia, PA, 19104"
1,3750,Buda-Levin Property Management  (215) 667-5968,3,"3422 Sansom St # 3RD, Philadelphia, PA, 19104"
1,3600,Realty Mark Associates  (215) 287-5678,6,"3802 Spring Garden St, Philadelphia, PA, 19104"
1,4500,(215) 680-4210,5,"3206 Winter St # 1, Philadelphia, PA, 19104"
1,3550,(215) 917-7763,4,"328 N 42nd St, Philadelphia, PA, 19104"
1,3750,(215) 680-4210,5,"536 S 45th St, Philadelphia, PA, 19104"
1,3500,(215) 778-1699,5,"4331 Baltimore Ave # ENTIRE, Philadelphia, PA, 19104"
1,5400,(215) 387-2712,8,"502 S 41st St, Philadelphia, PA, 19104"
1,3600,Bryant & Wilde Realty LLC  (215) 893-6100,3,"1 Lombard Mews, Philadelphia, PA, 19147"
1,3500,(215) 207-0101,2,"606 S American St # 1, Philadelphia, PA, 19147"
1,3500,OCF Realty  (215) 735-7368,4,"811 S 6th St, Philadelphia, PA, 19147"
1,3475,Realty Mark Cityscape-King of  (215) 583-7777,4,"527 S 7th St, Philadelphia, PA, 19147"
1,3400,,3,"617 Kater St, Philadelphia, PA, 19147"
1,3400,Berkshire Hathaway Fox & Roach Realtors  (610) 996-1907,2,"105 Catharine St, Philadelphia, PA, 19147"
1,3100,Foremost Locations  (267) 992-4495,3,"312 Salter St # TOWNHOUSE, Philadelphia, PA, 19147"
1,3200,eXpRealty  (215) 834-1963,3,"749 S 8th St # A, Philadelphia, PA, 19147"
1,3100,Foremost Locations  (267) 992-4495,3,"310 Salter St, Philadelphia, PA, 19147"
1,3000,Premier Access Property Management  (267) 273-1702,3,"740 S Columbus Blvd UNIT 71, Philadelphia, PA, 19147"
1,3400,Premier Access Property Management  (267) 273-1702,3,"740 S Columbus Blvd UNIT 5, Philadelphia, PA, 19147"
1,2979,Keller Williams Realty  (267) 414-0970,2,"956 S Front St, Philadelphia, PA, 19147"
1,2990,www.turbotenant.com  (215) 817-2951,3,"909 S Darien St, Philadelphia, PA, 19147"
1,2950,BHHS Fox & Roach-Blue Bell  (215) 542-2200,2,"(undisclosed Address), Philadelphia, PA, 19147"
1,2895,Alvin M Levin & Son Inc  (215) 923-3333,3,"1235 Rodman St, Philadelphia, PA, 19147"
1,2900,(412) 606-6503,4,"1203 S 13th St, Philadelphia, PA, 19147"
1,2878,Premier Access Property Management  (267) 273-1702,3,"1419 S Hancock St # 12, Philadelphia, PA, 19147"
1,2878,Premier Access Property Management  (267) 273-1702,3,"1421 S Hancock St # 13, Philadelphia, PA, 19147"
1,2800,Coldwell Banker Preferred  (215) 913-8615,1,"410 S Front St UNIT 103, Philadelphia, PA, 19147"
1,2878,Premier Access Property Management  (267) 273-1702,3,"1423 S Hancock St # 14, Philadelphia, PA, 19147"
1,2850,Keller Williams Realty  (267) 225-3678,3,"1211 S Juniper St, Philadelphia, PA, 19147"
1,3000,Prudential Fox and Roach Realtors  (267) 251-8446,2,"1233 Bainbridge St APT H, Philadelphia, PA, 19147"
1,3720,(610) 858-5715,5,"3908 Warren St, Philadelphia, PA, 19104"
1,2800,Coldwell Banker Preferred  (215) 913-8615,1,"410 S Front St, Philadelphia, PA, 19147"
1,2800,(267) 702-5729,3,"S Mildred St, PHILADELPHIA, PA, 19147"
1,2795,(215) 771-6177,2,"1214-16 S Juniper St # 2B, Philadelphia, PA, 19147"
1,2800,(215) 398-8792,3,"938 S 5th St, Philadelphia, PA, 19147"
1,2795,JG Real Estate  (215) 467-4100,3,"1511 13 S Camac St, Philadelphia, PA, 19147"
1,2750,Oxford Global Realty  (267) 218-1543,4,"227 Carpenter St, Philadelphia, PA, 19147"
1,2600,BHHS Fox and Roach  (215) 521-1615,4,"930 Ellsworth St, Philadelphia, PA, 19147"
1,2750,Oxford Global Realty  (267) 218-1543,4,"225 Carpenter St # 27, Philadelphia, PA, 19147"
1,2799,Allegiance Real Estate LLC  (215) 235-5015,3,"730 Montrose St # A, Philadelphia, PA, 19147"
1,2600,RE/MAX One Realty  (215) 850-6827,3,"523 S 2nd St # 2, Philadelphia, PA, 19147"
1,2500,RS Rentals  (215) 668-6868,2,"1302 S Juniper St, Philadelphia, PA, 19147"
1,2500,Keller Williams Philly  (215) 607-6007,3,"809 S 13th St, Philadelphia, PA, 19147"
1,2500,KW Philly South  (610) 565-1995,4,"1440 S 13th St, Philadelphia, PA, 19147"
1,2500,The Philly Apartment Company  (215) 495-0070,3,"618 S Front St, Philadelphia, PA, 19147"
1,2499,Realty Mark- CITYSCAPE  (610) 715-6974,3,"1329 Webster St, Philadelphia, PA, 19147"
1,2495,Keller Williams Philly  (215) 908-4112,3,"314 Lombard St # 3, Philadelphia, PA, 19147"
1,3500,(215) 519-1639,5,"3416 Spring Garden St # A, Philadelphia, PA, 19104"
1,3500,Kalidave LP  (215) 387-4137,5,"3439 Lancaster Ave, Philadelphia, PA, 19104"
1,3500,Lindsay Enterprises  (215) 771-0081,3,"3625 Powelton Ave, Philadelphia, PA, 19104"
1,3500,(401) 744-2741,5,"3809 Haverford Ave, Philadelphia, PA, 19104"
1,3500,(267) 994-5119,5,"4248 Regent Sq, Philadelphia, PA, 19104"
1,3400,(323) 388-7195,4,"3215 Powelton Ave # 2A, Philadelphia, PA, 19104"
1,3500,,4,"3327 Powelton Ave, Philadelphia, PA, 19104"
1,3400,Keller Williams Main Line Realty  (267) 223-5245,4,"3307 Hamilton St, PHILADELPHIA, PA, 19104"
1,3400,Powelton Properties  (215) 386-2578,4,"Powelton Ave, Philadelphia, PA, 19104"
1,3400,Lindsay Enterprises  (215) 771-0081,3,"3623 Powelton Ave, Philadelphia, PA, 19104"
1,3500,(323) 388-7195,4,"30 N Wiota St, Philadelphia, PA, 19104"
1,3350,RE/MAX OF WILMINGTON  (302) 234-2500,5,"408 S 43rd St, Philadelphia, PA, 19104"
1,3350,Keller Williams Philly  (215) 704-4046,6,"4235 Sansom St, Philadelphia, PA, 19104"
1,3495,NG Property Group  (267) 536-5342,5,"3923 Baltimore Ave, Philadelphia, PA, 19104"
1,3100,"Walter M. Wood Jr., Inc.  (215) 386-2800",5,"4229 Regent Sq, Philadelphia, PA, 19104"
1,3200,"Ikos Holdings, Inc.  (267) 279-9777",5,"402 N 38th St, Philadelphia, PA, 19104"
1,3000,Salzmann Real Estate  (215) 510-1681,4,"3610 Baring St FL 2ND3RD, Philadelphia, PA, 19104"
1,3000,Powelton Properties  (215) 386-2578,4,"3816 Hamilton St, Philadelphia, PA, 19104"
1,3000,Realty Mark Associates  (215) 287-5678,6,"3225 Wallace St, Philadelphia, PA, 19104"
1,3200,http://rentalmgt.com  (610) 348-8401,6,"4228 Chestnut St, Philadelphia, PA, 19104"
1,2900,(215) 680-4210,4,"3725 Spring Garden St # 2, Philadelphia, PA, 19104"
1,2800,Realty Mark Associates  (215) 287-5678,4,"520 N 36th St # 3FL, Philadelphia, PA, 19104"
1,2800,,5,"320 N 42nd St, Philadelphia, PA, 19104"
1,2775,Greenzang Properties  (215) 300-7916,4,"518 S 42nd St APT C8, Philadelphia, PA, 19104"
1,2550,(323) 388-7195,5,"3713 Spring Garden St # 2, Philadelphia, PA, 19104"
1,2900,(215) 386-4200,5,"4233 Osage Ave, Philadelphia, PA, 19104"
1,2550,(855) 205-0500,3,"4042 Chestnut St, Philadelphia, PA, 19104"
1,2550,Realty Mark Associates  (215) 287-5678,4,"522 N 36th St APT D, Philadelphia, PA, 19104"
1,2475,,4,"1216 Montrose St, Philadelphia, PA, 19147"
1,2500,Homeline Real Estate Inc  (215) 279-8890,5,"4313 Sansom St, Philadelphia, PA, 19104"
1,2500,Balticorp LLC  (267) 474-2166,3,"441 N Wiota St APT 3, Philadelphia, PA, 19104"
1,2450,Realty Mark Cityscape-King of  (215) 583-7777,2,"1008 S Randolph St, Philadelphia, PA, 19147"
1,2400,Russo's Real Estate  (215) 462-7790,4,"1124 Christian St, Philadelphia, PA, 19147"
1,2400,BHHS Fox & Roach-CC 1818 Ritte  (215) 431-8884,2,"211 Fulton St # A, Philadelphia, PA, 19147"
1,2400,Century 21 Forrester RE  (267) 688-1449,4,"1018 Carpenter St, Philadelphia, PA, 19147"
1,2350,(267) 738-3485,2,"722 S American St, Philadelphia, PA, 19147"
1,2350,(267) 702-4139,2,"413 S 9th St FL 2ND, Philadelphia, PA, 19147"
1,2300,,4,"S 5th St, PHILADELPHIA, PA, 19147"
1,2604,JBMP Group  (267) 797-2175,3,"3612 Spring Garden St # C101, Philadelphia, PA, 19104"
1,2325,(305) 799-7773,1,"701 S 7th St # 2, Philadelphia, PA, 19147"
1,2300,Star Real Estate Group  (215) 262-8015,1,"314 320 Catharine St # 203B, Philadelphia, PA, 19147"
1,2325,"2300 Locust Investors, LP  (267) 314-7751",2,"717 S 12th St UNIT 3, Philadelphia, PA, 19147"
1,2300,,2,"1038 Waverly St, Philadelphia, PA, 19147"
1,2275,"Quad Philly, Inc  (215) 735-9729",3,"520 S 4th St # C, Philadelphia, PA, 19147"
1,2275,,2,"1130 Rodman St # 1, Philadelphia, PA, 19147"
1,2295,,2,"908 S Alder St, Philadelphia, PA, 19147"
1,2250,Philly Living Team   (215) 607-6007,2,"716 S Sartain St # 2, Philadelphia, PA, 19147"
1,2250,Onyx Management Group  (215) 354-0404,3,"523 Titan St, Philadelphia, PA, 19147"
1,4500,Powelton Properties  (215) 386-2578,5,"3329 Powelton Ave # F, Philadelphia, PA, 19104"
1,2950,OCF Realty  (215) 735-7368,5,"621 S 42nd St, Philadelphia, PA, 19104"
1,2200,BHHS Fox & Roach-CC 1818 Ritte  (207) 317-0136,3,"416 S Hutchinson St APT B, Philadelphia, PA, 19147"
1,2200,Coldwell Banker Preferred  (267) 250-2347,2,"1109 South St APT C, Philadelphia, PA, 19147"
1,2200,Keller Williams Philly  (215) 821-8807,2,"1221-29 South St # 1229A, Philadelphia, PA, 19147"
1,2159,Keller Williams Realty  (267) 414-0970,4,"1108 Montrose St, Philadelphia, PA, 19147"
1,2195,Centra Associates  (215) 703-2889,2,"742 S 3rd St # 2, Philadelphia, PA, 19147"
1,2150,Triad Realty Inc.  (215) 922-7501,3,"536 Rodman St # C, Philadelphia, PA, 19147"
1,2200,zada holdings  (610) 716-6241,3,"100 Catharine St # 2, Philadelphia, PA, 19147"
1,2149,REMAX Home Experts  (215) 327-3156,3,"1140 S Clifton St, Philadelphia, PA, 19147"
1,2150,(215) 833-5571,2,"611 S Hancock St # 2, Philadelphia, PA, 19147"
1,2100,(267) 250-6564,2,"304 Lombard St, Philadelphia, PA, 19147"
1,2100,Keller Williams Philly  (215) 709-4141,2,"910 Waverly St, Philadelphia, PA, 19147"
1,2100,Rachel Rothbard  (215) 901-1279,2,"737 S 4th St # 2, Philadelphia, PA, 19147"
1,2045,Alvin M Levin & Son Inc  (215) 923-3333,2,"417 S 9th St # 6901276, Philadelphia, PA, 19147"
1,2200,Keller Williams Philly  (610) 316-4798,2,"1221 South St # 1229A, Philadelphia, PA, 19147"
1,2490,(215) 360-7811,3,"620 S 42nd St # 4, Philadelphia, PA, 19104"
1,2050,Coldwell Banker Preferred - Old City  (856) 316-9459,2,"317-19 Monroe St # 4, Philadelphia, PA, 19147"
1,2500,The Philadelphia Real Estate Company  (267) 296-8514,4,"415 N 41st St # 7FXZQ8GN1, Philadelphia, PA, 19104"
1,2400,Brandywine Apartments  (267) 844-7283,3,"4219 Filbert St # 1, Philadelphia, PA, 19104"
1,2100,Target Realty  (215) 218-0939,3,"807 S 13th St, Philadelphia, PA, 19147"
1,2400,Buda-Levin Property Management  (215) 667-5968,4,"4112 Spruce St APT 4, Philadelphia, PA, 19104"
1,2400,Allegiance Real Estate LLC  (215) 235-5015,3,"414 N Wiota St, Philadelphia, PA, 19104"
1,2150,(267) 391-8546,3,"1346 S Front St, Philadelphia, PA, 19147"
1,2400,RealShout  (215) 310-6888,2,"3308 Arch St # 3, Philadelphia, PA, 19104"
1,2325,Powelton Village Trust  (717) 448-6774,3,"3418 Race St # PARTERRE, Philadelphia, PA, 19104"
1,2250,Keller Williams Philly  (267) 804-4062,4,"327 N Preston St # 2, Philadelphia, PA, 19104"
1,2340,Ironwood Property  (215) 380-8385,3,"4322 Sprucest # 4322, Philadephia, PA, 19104"
1,2400,(484) 252-6027,4,"N 40th St, Philadelphia, PA, 19104"
1,2250,(855) 205-0500,3,"411 N 34th St, Philadelphia, PA, 19104"
1,2175,"Walter M. Wood Jr., Inc.  (215) 386-2800",3,"4005 Chestnut St # 3FL, Philadelphia, PA, 19104"
1,2100,(855) 205-0500,3,"3337 Spring Garden St, Philadelphia, PA, 19104"
1,2100,SMR Property Management  (215) 681-6751,3,"3406 Race St # A, Philadelphia, PA, 19104"
1,2100,(855) 205-0500,3,"3104 Spring Garden St, Philadelphia, PA, 19104"
1,2100,VUE Real Estate Group  (267) 270-6634,3,"427 N Budd St, Philadelphia, PA, 19104"
1,2100,REDBLOCK Realty Inc.  (215) 331-5252,3,"426A N 40th St # 3075446, Philadelphia, PA, 19104"
1,2100,(323) 388-7195,3,"4202 Walnut St APT 3A, Philadelphia, PA, 19104"
1,2100,(855) 205-0500,3,"4258 Chestnut St, Philadelphia, PA, 19104"
1,2100,(855) 205-0500,3,"3425 Spring Garden St, Philadelphia, PA, 19104"
1,2100,Brandywine Apartments  (267) 844-7283,3,"3716 Haverford Ave, Philadelphia, PA, 19104"
1,2100,(855) 205-0500,3,"4210 Chestnut St, PHILADELPHIA, PA, 19104"
1,2095,Philly Living Team   (215) 607-6007,3,"400 S 45th St APT 1A, Philadelphia, PA, 19104"
1,2085,The Philly Apartment Company  (215) 495-0070,3,"400 S 45th St # 2D, Philadelphia, PA, 19104"
1,2400,Main Line Executive Realty  (610) 812-2390,3,"4074 Powelton Ave, Philadelphia, PA, 19104"
1,2050,Keller Williams Main Line Realty  (267) 223-5245,3,"437 N 32nd St # B, Philadelphia, PA, 19104"
1,2000,KW Real Estate Tri-County  (215) 885-0880,3,"511 N 39th St, Philadelphia, PA, 19104"
1,2040,(484) 252-6027,3,"326 N 40th St, Philadelphia, PA, 19104"
1,2000,La Gioconda Company  (215) 925-1204,3,"4040 Spruce St APT 7, Philadelphia, PA, 19104"
1,2000,(215) 768-5051,3,"4228 Spruce St # 4F, Philadelphia, PA, 19104"
1,2000,Salzmann Real Estate  (215) 510-1681,1,"3610 Baring St, Philadelphia, PA, 19104"
1,2000,Buda-Levin Property Management  (215) 667-5968,2,"4110 Spruce St APT 2, Philadelphia, PA, 19104"
1,1995,How Properties  (484) 904-1111,2,"4031 Spruce St, Philadelphia, PA, 19104"
1,2000,Powelton Properties  (215) 386-2578,3,"4200 Walnut St APT 3A, Philadelphia, PA, 19104"
1,1950,(610) 761-2834,3,"320 N 39th St, Philadelphia, PA, 19104"
1,1950,(401) 744-2741,3,"3205 Pearl St, Philadelphia, PA, 19104"
1,2000,(215) 816-4238,2,"835 Ellsworth St, Philadelphia, PA, 19147"
1,2200,(215) 300-7777,3,"Washington Ave, Philadelphia, PA, 19147"
1,2000,Compass Real Estate  (215) 888-4898,2,"238 Queen St APT 2, Philadelphia, PA, 19147"
1,1995,(215) 600-3443,2,"334 Lombard St # 6, Philadelphia, PA, 19147"
1,1995,BHHS- Fox & Roach  (215) 852-2040,2,"501 S 5th St, Philadelphia, PA, 19147"
1,2000,The Condo Shop  (215) 692-6636,1,"1352 South St UNIT 203, Philadelphia, PA, 19147"
1,1975,(267) 374-3103,2,"636 Rodman St, Philadelphia, PA, 19147"
1,1995,(610) 453-0481,2,"1207 Carpenter St # A, Philadelphia, PA, 19147"
1,1900,(610) 656-6900,2,"714 S 4th St # 1, Philadelphia, PA, 19147"
1,1975,(215) 771-6177,2,"1214 S Juniper St APT 1A, Philadelphia, PA, 19147"
1,1900,william penn realty  (267) 307-4197,2,"328 Bainbridge St # 30, Philadelphia, PA, 19147"
1,1900,TierView Property Management  (267) 551-1215,2,"1235 Federal St APT 8, Philadelphia, PA, 19147"
1,1950,Realty Mark Cityscape-King of  (215) 583-7777,3,"760 S Sheridan St, Philadelphia, PA, 19147"
1,1875,Coldwell Banker Welker Real Estate  (215) 235-7800,2,"1005 S 8th St # 1F, Philadelphia, PA, 19147"
1,1875,Ashley Shrom  (801) 471-1458,2,"503 Cross St, Philadelphia, PA, 19147"
1,1850,,1,"717 S Columbus Blvd UNIT 409, Philadelphia, PA, 19147"
1,1850,OCF Realty  (215) 703-2760,1,"412 S 13th St # 97RYUE232, Philadelphia, PA, 19147"
1,1850,(215) 668-9407,3,"608 S Clifton St, Philadelphia, PA, 19147"
1,1850,(267) 307-4197,2,"328 Bainbridge St # 14, Philadelphia, PA, 19147"
1,1850,"Berkshire Hathaway HomeServices, Fox & Roach Realtors  (267) 247-2389",2,"220 South St APT 2F, Philadelphia, PA, 19147"
1,1850,Philadelphia Realty Exchange  (215) 545-6111,2,"1134 Waverly St, Philadelphia, PA, 19147"
1,1800,The Green P   (215) 460-3732,2,"522 S Juniper St # 1, Philadelphia, PA, 19147"
1,1800,BHHS Fox & Roach Realtors  (267) 251-3975,2,"1008 Montrose St, Philadelphia, PA, 19147"
1,1800,TCS Management LLC  (215) 383-1439,2,"212 Christian St APT 2F, Philadelphia, PA, 19147"
1,1800,RS Rentals  (215) 668-6868,1,"767 S 9th St, Philadelphia, PA, 19147"
1,1900,TierView Property Management  (267) 551-1215,2,"1412 S 7th St APT 8, Philadelphia, PA, 19147"
1,1800,(267) 277-2336,2,"612 Rodman St, Philadelphia, PA, 19147"
1,1795,Alvin M. Levin & Son Inc.  (215) 923-3333,1,"Lombard St, Philadelphia, PA, 19147"
1,1795,The Philly Apartment Company  (215) 495-0070,2,"1011 S 10th St, Philadelphia, PA, 19147"
1,1930,"Walter M. Wood Jr., Inc.  (215) 386-2800",3,"3316 Brandywine St, Philadelphia, PA, 19104"
1,1925,Greenzang Properties  (215) 300-7916,3,"527 S 42nd St APT 2D, Philadelphia, PA, 19104"
1,1900,The Philadelphia Real Estate Company  (484) 840-5791,3,"3505 Haverford Ave # 56F22GWTF, Philadelphia, PA, 19104"
1,1800,Coldwell Banker Preferred  (856) 220-5139,2,"1006 Christian St # 2, Philadelphia, PA, 19147"
1,1895,VUE Real Estate Group  (215) 900-3607,2,"4210 Sansom St APT 101, Philadelphia, PA, 19104"
1,1750,(215) 485-0712,2,"1319 South St, Philadelphia, PA, 19147"
1,1850,Re Max Top Performers  (610) 818-8422,3,"218 S 44th St # 1, Philadelphia, PA, 19104"
1,1800,"Walter M. Wood Jr., Inc.  (215) 386-2800",2,"3606 Baring St # 3, Philadelphia, PA, 19104"
1,1775,(215) 327-1552,1,"727 S 2nd St # A, Philadelphia, PA, 19147"
1,1795,,2,"504-06 S 11th St # 33, Philadelphia, PA, 19147"
1,1875,(215) 360-7811,3,"3829 Baring St APT 4, Philadelphia, PA, 19104"
1,1750,(267) 228-1521,2,"804 Wilder St, Philadelphia, PA, 19147"
1,1800,,2,"3210 Baring St, Philadelphia, PA, 19104"
1,1780,The Philly Apartment Company  (215) 495-0070,2,"737 S 4th St, Philadelphia, PA, 19147"
1,1800,REDBLOCK Realty Inc.  (215) 331-5252,2,"422 N 40th St APT C, Philadelphia, PA, 19104"
1,1700,Powelton Properties  (215) 386-2578,2,"315 N Wiota St, Philadelphia, PA, 19104"
1,1690,The Philly Apartment Company  (215) 495-0070,1,"3939 Chestnut St APT 712, Philadelphia, PA, 19104"
1,1700,Nares LLC  (610) 659-8732,2,"Chestnut St, Philadelphia, PA, 19104"
1,1700,(323) 388-7195,2,"428 N 35th St # 1, Philadelphia, PA, 19104"
1,1650,SMR Property Management  (215) 681-6751,2,"120 N 34th St APT 3A, Philadelphia, PA, 19104"
1,1625,SMR Property Management  (215) 681-6751,2,"3411 Race St # A, Philadelphia, PA, 19104"
1,1630,University City Housing  (215) 222-2000,2,"324-32 S 45th St # B5, Philadelphia, PA, 19104"
1,1625,SMR Property Management  (215) 681-6751,2,"3409 Race St # F, Philadelphia, PA, 19104"
1,1625,Peters Gordon Realty  (215) 454-6452,2,"255 S 45th St APT 2, Philadelphia, PA, 19104"
1,1750,,2,"769 S 2nd St # C, Philadelphia, PA, 19147"
1,1750,,1,"1201 Fitzwater St, Philadelphia, PA, 19147"
1,1750,(609) 230-9227,1,"518 S 13th St # 1, Philadelphia, PA, 19147"
1,1750,(267) 521-7432,2,"715 South St # B, Philadelphia, PA, 19147"
1,1750,"Quad Philly, Inc  (215) 735-9729",2,"513 S 12th St # C, Philadelphia, PA, 19147"
1,1750,"Ikos Holdings, Inc.  (267) 279-9777",2,"809 S 2nd St # B, Philadelphia, PA, 19147"
1,1720,(609) 929-6022,2,"1505 E Passyunk Ave FL 1ST, Philadelphia, PA, 19147"
1,1725,Knickerbocker Properties  (215) 385-1134,2,"1526 S Front St, Philadelphia, PA, 19147"
1,1750,Foremost Locations  (267) 992-4495,2,"Queen St, Philadelphia, PA, 19147"
1,1699,Watchtower Property Co  (215) 515-0942,2,"1443 S Broad St, Philadelphia, PA, 19147"
1,1675,JG Real Estate  (215) 380-2909,2,"627 S 11th St, Philadelphia, PA, 19147"
1,1650,Coldwell Banker Preferred  (215) 828-5286,1,"1218 S 8th St STE 2, Philadelphia, PA, 19147"
1,1700,,2,"619 E Passyunk Ave # 2, Philadelphia, PA, 19147"
1,1650,"Ikos Holdings, Inc.  (267) 279-9777",2,"711 S 3rd St # D, Philadelphia, PA, 19147"
1,1650,(215) 440-0900,2,"941 S 9th St FL 2ND, Philadelphia, PA, 19147"
1,1650,Berkshire Hathaway fox and Roach   (215) 913-4548,2,"1012 Dickinson St # 1, Philadelphia, PA, 19147"
1,1650,JG Real Estate  (215) 467-4100,2,"412 Greenwich St, Philadelphia, PA, 19147"
1,1650,(678) 650-1919,2,"1206 South St, Philadelphia, PA, 19147"
1,1650,Coldwell Banker Preferred Old City  (917) 676-6797,1,"702 S 5th St APT 1, Philadelphia, PA, 19147"
1,1650,(267) 225-4373,2,"320 Dickinson St # 3, Philadelphia, PA, 19147"
1,1650,Realty Management Works  (267) 337-0479,1,"1316 South St # C, Philadelphia, PA, 19147"
1,1625,(215) 833-5571,1,"1130 Rodman St # 3, Philadelphia, PA, 19147"
1,1600,COLDWELL BANKER PREFERRED  (202) 460-9996,1,"1316 South St # A, Philadelphia, PA, 19147"
1,1645,AaronRob Properties  (267) 361-0595,1,"404 Queen St APT 8, Philadelphia, PA, 19147"
1,1600,(267) 252-0677,2,"716 S 10th St APT 3F, Philadelphia, PA, 19147"
1,1600,,2,"937 Hall St, Philadelphia, PA, 19147"
1,1600,(215) 421-4887,2,"1429 E Moyamensing Ave, Philadelphia, PA, 19147"
1,1750,NG Property Group  (267) 536-5342,2,"212 Christian St, PHILADELPHIA, PA, 19147"
1,1600,(267) 992-3027,2,"208 Wilder St, Philadelphia, PA, 19147"
1,1600,Triad Realty Inc.  (215) 868-8953,2,"712 S Randolph St # 2, Philadelphia, PA, 19147"
1,1900,(215) 920-0012,2,"3509 Lancaster Ave # 3F, Philadelphia, PA, 19104"
1,1575,MGC Real Estate Group  (267) 474-4747,2,"901 Christian St # 2, Philadelphia, PA, 19147"
1,1550,"BHHS, FOX & ROACH - WALNUT  (215) 850-3842",1,"240 Monroe St APT 2, Philadelphia, PA, 19147"
1,1580,(267) 217-3009,2,"927 S 9th St, Philadelphia, PA, 19147"
1,1600,(215) 498-8818,2,"740 S 5th St FL 3RD, Philadelphia, PA, 19147"
1,1550,KW Philadelphia  (215) 359-7031,2,"1121 S Clifton St, Philadelphia, PA, 19147"
1,1550,Coldwell Banker Preferred Old City  (917) 676-6797,1,"700 S 5th St # 2, Philadelphia, PA, 19147"
1,1695,The Philadelphia Real Estate Company  (267) 671-6219,2,"3925-29 Haverford Ave # LL4, Philadelphia, PA, 19104"
1,1500,JG Real Estate  (215) 467-4100,1,"1120 Rodman St # 3, Philadelphia, PA, 19147"
1,1550,(267) 205-5066,2,"333 Reed St FL 3RD, Philadelphia, PA, 19147"
1,1600,REDBLOCK Realty Inc.  (215) 331-5252,2,"443 N Wiota St, Philadelphia, PA, 19104"
1,1600,(215) 680-4210,2,"39 N Wiota St, Philadelphia, PA, 19104"
1,1600,RealShout  (215) 310-6888,2,"3708 Hamilton St # 2, Philadelphia, PA, 19104"
1,1550,RS Rentals  (215) 668-6868,1,"525 Carpenter St APT 3, Philadelphia, PA, 19147"
1,1600,(215) 680-4210,2,"325 N Wiota St, Philadelphia, PA, 19104"
1,1600,(484) 252-6027,2,"4130 Chester Ave, Philadelphia, PA, 19104"
1,1600,(215) 680-4210,2,"327 N Wiota St, Philadelphia, PA, 19104"
1,1600,La Gioconda Company  (215) 925-1204,2,"319 N 33rd St APT 1, Philadelphia, PA, 19104"
1,1600,"Walter M. Wood Jr., Inc.  (215) 386-2800",2,"3825 Hamilton St # 1FL, Philadelphia, PA, 19104"
1,1600,(609) 751-3122,2,"3703 Baring Street # 3 Rd Floor, Philadelphia, PA, 19104"
1,1510,RealShout  (215) 310-6888,2,"3409 Baring St, Philadelphia, PA, 19104"
1,1595,NG Property Group  (267) 536-5342,2,"514 Catharine St, Philadelphia, PA, 19147"
1,1550,(610) 990-9317,2,"931 Catharine St FL 2ND, Philadelphia, PA, 19147"
1,1600,(215) 768-5051,2,"207 S 42nd St APT C2, Philadelphia, PA, 19104"
1,1500,BMG Philadelphia  (267) 244-7215,1,"408 S Alder St, Philadelphia, PA, 19147"
1,1500,,1,"709 S 8th St APT 1, Philadelphia, PA, 19147"
